"created_at","text","Label1","Label2"
"Fri Nov 13 22:56:40 +0000 2015","@TMobileHelp I feel that this is a way to get back the money you gave me to switch from Verizon.",1,1
"Fri Nov 13 19:28:39 +0000 2015","@ATTCares More info: I got my 5S 2 years ago with a 2yr contract. Would the price of my phone go up?",0,0
"Fri Nov 13 20:05:35 +0000 2015","RT @natty15: Thank you @so_project for stopping by @flagship8059 its always an honor having you in #LA #SWisBest #TMobile https://t.co/hCrq…",0,0
"Fri Nov 13 18:27:50 +0000 2015","? RT @CoolGuySir: I'm about to leave you @verizon",1,1
"Fri Nov 13 19:36:24 +0000 2015","#TMobile #LTE – How ‘Binge On’ could blow up in T-Mobile’s face – I personally have very mixed feelings… https://t.co/k5FPPigUsr #OtherTech",0,0
"Fri Nov 13 21:33:49 +0000 2015","I just entered to win the new #HTCOneA9 @ATT",0,0
"Fri Nov 13 22:00:10 +0000 2015","I just entered to win the new #HTCOneA9 @ATT.",0,0
"Sat Nov 14 00:29:11 +0000 2015","@KevinI @ATT too big to hold?(that's what she said)",0,0
"Fri Nov 13 18:46:51 +0000 2015","Crime Series seeks #Studio @hulu #MikeHopkins #CraigErwich #Empire #AFM2015 #BlackMass #AFIfest #BreakingBad #Narcos https://t.co/5cnPDeSaPG",0,0
"Fri Nov 13 23:47:36 +0000 2015","I just entered to win the new #HTCOneA9 @ATT",0,0
"Fri Nov 13 20:26:07 +0000 2015","RT @TheAMAs: Tap ""Where Are Ü Now"" to vote @justinbieber @diplo &amp; @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.…",0,0
"Fri Nov 13 19:14:11 +0000 2015","RT @harrygadier: @JohnLegere @verizon @DavidGoldmanCNN MY BILL FOR ONE LINE WITH TMOBILE. 3RD MONTH WITH JUMP ON DEMAND. NEVER AGAIN. https…",1,1
"Fri Nov 13 19:56:03 +0000 2015","Does everyone in Chillicothe have really, really slow data speeds with @ATT? So slow- a speed test doesn't work? https://t.co/UKis0MfnuA",1,1
"Fri Nov 13 19:16:14 +0000 2015","And after @comcastcares website refuses to let me pay my bill, the service goes out. Bravo.",1,1
"Fri Nov 13 20:42:45 +0000 2015","I just checked in @ATT with #mPLACES  Download today!  https://t.co/M6Q8U1o5KD",0,0
"Sat Nov 14 00:54:04 +0000 2015","@ATT had the worst customer service tonight waited an hour to be helped and then when we asked they rolled their eyes and said no! Wow!?",1,1
"Fri Nov 13 23:40:45 +0000 2015","RT @andybud_o: Hi, @Tmobile.  Maybe 24 hours of free calling to numbers in Paris would be a nice thing?  (I don't need it, but others might…",0,0
"Fri Nov 13 21:47:26 +0000 2015","I just entered to win the new #HTCOneA9 @ATT",0,0
"Fri Nov 13 21:48:36 +0000 2015","@JohnLegere @verizon @DavidGoldmanCNN cough,cough. I love T-Mobile but it has an 15 act fee, I mean sim starter fee on tablets. Come on.",1,0
"Fri Nov 13 20:27:41 +0000 2015","RT @SNFonNBC: The @Giants aim to once again take down an undefeated @Patriots team, presented by @Verizon https://t.co/Mk36rS4WwE",0,0
"Fri Nov 13 21:40:09 +0000 2015","#Hulu in Talks to Sell Stake to Time Warner https://t.co/qAYjZmg6NL https://t.co/kqhqrLhf8G",0,0
"Fri Nov 13 19:49:07 +0000 2015","#TMobile #LTE – How ‘Binge On’ could blow up in T-Mobile’s face – I personally have very mixed feelings… https://t.co/QVlOvsLgDh #OtherTech",0,0
"Fri Nov 13 21:44:41 +0000 2015","I just entered to win the new #HTCOneA9 @ATT",0,0
"Fri Nov 13 20:07:06 +0000 2015","@VerizonSupport yes this is what comes up https://t.co/m54DfcR1pv",0,0
"Fri Nov 13 22:44:13 +0000 2015","I just entered to win the new #HTCOneA9 @ATT",0,0
"Fri Nov 13 22:07:23 +0000 2015","I just entered to win the new #HTCOneA9 @ATT",0,0
"Fri Nov 13 19:34:30 +0000 2015","RT @cinarrasystems: Why is the decision to merge telco networks with #adtech a great one? https://t.co/dE0YpxYRQp #Verizon #AOL #mobileadve…",0,0
"Fri Nov 13 22:15:12 +0000 2015","I just entered to win the new #HTCOneA9 @ATT",0,0
"Fri Nov 13 21:53:57 +0000 2015","@comcast 2 days in a row seriously????",0,1
"Sat Nov 14 00:02:50 +0000 2015","I just entered to win the new #HTCOneA9 @ATT",0,0
"Fri Nov 13 21:17:29 +0000 2015","@verizon trying to outmaneuver @automatic with plug&amp;play smart car app? #iot https://t.co/25bGOzinCe",0,0
"Fri Nov 13 21:57:23 +0000 2015","I just checked in @ATT with #mPLACES  Download today!  https://t.co/0Qwb5aLx3U",0,0
"Fri Nov 13 20:36:23 +0000 2015","I just checked in @ATT with #mPLACES  Download today!  https://t.co/JJE9yxYLGA",0,0
"Fri Nov 13 23:45:25 +0000 2015","I just checked in @ATT with #mPLACES  Download today!  https://t.co/o6TIjDYlsb",0,0
"Sat Nov 14 01:40:55 +0000 2015","IM TIRED @verizon",1,0
"Fri Nov 13 18:40:30 +0000 2015","RT @MarieeNia: Somebody finally said sum? https://t.co/qVB6OswhS7",0,0
"Sat Nov 14 01:57:24 +0000 2015","@TMobileHelp will I had the worst experience and I did also write you dm but as usual u guys care about the money not the customer",1,1
"Sat Nov 14 00:41:06 +0000 2015","@TMobileHelp T-Mobile, I just got my 4G LTE CellSpot. So excited but nothing has been happening in the past hour",0,1
"Fri Nov 13 22:36:33 +0000 2015","@VerizonSupport I did send a DM...  2 hrs and no reply",0,0
"Fri Nov 13 21:54:08 +0000 2015","RT @sigmalives: I don't understand how we can all be aware of how horrible @comcast is, but nothing can be done about it. We all just lie d…",1,1
"Fri Nov 13 23:34:14 +0000 2015","@tomrvick @grady_hendrix @hulu @Criterion already planning a movie marathon thanks Grady!",0,0
"Fri Nov 13 22:11:58 +0000 2015","I just entered to win the new #HTCOneA9 @ATT",0,0
"Fri Nov 13 18:36:19 +0000 2015","@comcastcares I don't understand why there's always holds on my account when I pay the bills early...",1,1
"Fri Nov 13 19:01:24 +0000 2015","https://t.co/n42n6ONhDf RT iFoodWorld: #foodphoto #food #chef #dish #foodeat #foodinlove #cook Chocolate chip che… https://t.co/JOY2W3WYA3",0,0
"Fri Nov 13 19:24:17 +0000 2015","@ATTCares I have to get this done today or I'm leaving for good. And I'm an old Cingular customer. But this is not tolerable",1,1
"Fri Nov 13 21:50:22 +0000 2015","Seven hand drawn years.   Nah really tho, Redline is awesome.  https://t.co/kHBcKRNnY1",0,0
"Fri Nov 13 21:40:13 +0000 2015","I just entered to win the new #HTCOneA9 @ATT",0,0
"Fri Nov 13 23:15:08 +0000 2015","@beatport @TMobile @Polina Thanks for the feature :)",0,0
"Sat Nov 14 00:25:35 +0000 2015","RT @KevinI: Got my iPad Pro ... A gold 128 GB with @ATT ... Yay!",0,0
"Fri Nov 13 22:54:18 +0000 2015","@comcastcares Yes, apparently it is a credit and it just looks like a bill. Will wait and see if it clears up. This is so frustrating...",1,1
"Fri Nov 13 22:09:41 +0000 2015","I just checked in @ATT with #mPLACES  Download today!  https://t.co/4EJHGiTaJw",0,0
"Sat Nov 14 01:12:02 +0000 2015","@TMobile I can't receive any texts. They send but I can't recieve. I've restarted my phone several times to no avail",1,1
"Fri Nov 13 19:33:59 +0000 2015","@VZWSupport man I need help setting up this router",1,1
"Fri Nov 13 21:51:52 +0000 2015","#ATT is a Technology Destination for the Holiday Shopping Season! https://t.co/jeQuwDgEtt https://t.co/HOGGiYTvd8",0,0
"Fri Nov 13 22:00:43 +0000 2015","I just checked in @ATT with #mPLACES  Download today!  https://t.co/x4JgEfxMLW",0,0
"Sat Nov 14 01:58:35 +0000 2015","#Verizon #Tablet – Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE… https://t.co/m8EYrg77k4 #Android https://t.co/p6MgIFGZO5",0,0
"Fri Nov 13 22:35:51 +0000 2015","AMAZON PRIME MUSIC #MusicFreedom @TMobile https://t.co/d1w006gVRR",0,0
"Fri Nov 13 20:57:32 +0000 2015","@comcastcares I can't fit how many things are wrong with your company &amp; service into 140 characters.",1,1
"Fri Nov 13 19:22:35 +0000 2015","@VerizonSupport Fios Bill, I've paid it but I'm seeing there is still an amount due... Of $0.00",0,1
"Fri Nov 13 20:20:49 +0000 2015","NW Greys Anatomy ?? #Hulu",0,0
"Fri Nov 13 23:05:37 +0000 2015","@comcastcares should actually be ashamed. Mistakes happen. This level of disregard and incompetence takes effort and cultivation.",1,1
"Sat Nov 14 01:50:20 +0000 2015","Hey @verizonfios @VerizonSupport, @FRANCE24 is n/a in Baltimore/Howard County. Can you open a channel for it temporarily?",1,0
"Fri Nov 13 21:41:57 +0000 2015","I just entered to win the new #HTCOneA9 @ATT",0,0
"Fri Nov 13 21:20:53 +0000 2015","RT @teenwolf_RT: RT to #Hulu bring all seasons of @MTVteenwolf to the streaming service @hulu_support @hulu",0,0
"Sat Nov 14 01:02:09 +0000 2015","just had a terrible experience with @TMobile @TMobileHelp Time to switch to something better! #customerexperience #CustomerService",1,0
"Fri Nov 13 21:54:23 +0000 2015","I just entered to win the new #HTCOneA9 @ATT",0,0
"Sat Nov 14 01:56:10 +0000 2015","Just got real free cell service with #ringplus https://t.co/d4zU68pSLw Thanks @ringplusmobile and @CNET  - sorry #TMobile #Verizon #ATT",1,0
"Sat Nov 14 00:21:45 +0000 2015","@JohnLegere I absolutely love #TMobile and I've been a customer for a long time. I think over 10 years. Keep up the good work!",0,0
"Sat Nov 14 00:17:33 +0000 2015","I just checked in @ATT with #mPLACES  Download today!  https://t.co/y02ThVFUCn",0,0
"Fri Nov 13 18:37:36 +0000 2015","@VZWSupport I have an iPhone 5s",0,0
"Fri Nov 13 18:31:32 +0000 2015","@TMobileHelp i DM'ed the order number",0,0
"Fri Nov 13 18:29:48 +0000 2015","RT @JohnLegere: .@Verizon follows our lead to get rid of 2yr service contracts but then F*&amp;^s it up with an activation fee. COME ON! https:…",1,0
"Fri Nov 13 18:41:23 +0000 2015","I just checked in @ATT with #mPLACES  Download today!  https://t.co/UzwDsdMvJP",0,0
"Fri Nov 13 21:56:05 +0000 2015","@hulu_support do you still have the black list available for streaming?",0,0
"Fri Nov 13 21:09:03 +0000 2015","@ATT SUCKS! On phone w Cust Srvc 100 mins &amp; still no answer to what phone they want back after an upgrade. #attsucks https://t.co/atwQn0jHzP",1,1
"Fri Nov 13 18:31:37 +0000 2015","I just checked in @ATT with #mPLACES  Download today!  https://t.co/RDcAr5La3j",0,0
"Fri Nov 13 19:17:52 +0000 2015","RT @b_stafford3820: Hell yeah!  Ready for #BingeOn with some @netflix ! https://t.co/tK3CTVjiP6",0,0
"Fri Nov 13 18:56:52 +0000 2015","RT @JohnLegere: .@Verizon follows our lead to get rid of 2yr service contracts but then F*&amp;^s it up with an activation fee. COME ON! https:…",0,1
"Sat Nov 14 00:25:51 +0000 2015","@JohnLegere @TMobile unlimited plans going from $70 to $95 in ~1yr? As a T-Mo advocate that is massively disappointing to me.",0,1
"Fri Nov 13 22:51:07 +0000 2015","Are you a #smallbiz in greater #Houston ? Don't miss @Verizon Summit 11/17 ! Register Here:  https://t.co/RfuRJns4bR #VZWHoustonSMB",0,0
"Fri Nov 13 20:54:30 +0000 2015","Just got the 6s Plus. ? #tmobile https://t.co/1HlmFDQPFc",0,0
"Fri Nov 13 19:33:11 +0000 2015","#Verizon #Tablet – Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE Support, Android 5.1 Lollipop… https://t.co/VQe3cZirIT #Android",0,0
"Fri Nov 13 18:38:39 +0000 2015","I just checked in @ATT with #mPLACES  Download today!  https://t.co/BhEGe1Rt83",0,0
"Fri Nov 13 19:10:03 +0000 2015","RT @TheAMAs: Tap ""Where Are Ü Now"" to vote @justinbieber @diplo &amp; @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.…",0,0
"Fri Nov 13 22:12:02 +0000 2015","Feels like an ""order Chinese delivery"" and watch Bond movies @hulu kinda night.",0,0
"Sat Nov 14 01:32:54 +0000 2015","I just entered to win the new #HTCOneA9 @ATT This would be amazing!!!!",0,0
"Fri Nov 13 21:08:01 +0000 2015","NEW: @Netgear #Verizon Jetpack 4G LTE Mobile Hotspot AC791L For #NetgearAmbassador Review. #VZWBuzz #tech https://t.co/tQFoWZCm8D",0,0
"Fri Nov 13 19:15:58 +0000 2015","RT @thejurasout: #America’s Top 10 Corporate #TaxAvoiders https://t.co/1RqLopj37J @demunderground #GE #Boeing #Verizon #BoA #Citigroup #Pfi…",0,0
"Fri Nov 13 18:05:52 +0000 2015","YouTube will soon come to @TMobile's Binge On service, but there's some difficulties... https://t.co/NmZupr1SEU",1,0
"Fri Nov 13 21:20:33 +0000 2015","#Herbs and #Spices r the #essence of a #dish: https://t.co/dhlCx94ghl #weightloss #healthyeating #gmofree https://t.co/jmRB4barG3",0,0
"Fri Nov 13 20:08:04 +0000 2015","@TMobileHelp @TMobile @JohnLegere 45 mins after explaining the issue and then you guys hang up. This needs fixed today.",1,1
"Fri Nov 13 18:58:12 +0000 2015","RT @echosmith: Hey @krgogunn! Wednesdays are better with a little surprise! Enjoy this #WhyNotWednesday shout-out, HT @verizon http://t.co/…",0,0
"Fri Nov 13 19:26:46 +0000 2015","@TMobile Is there any way they can get noticed by their manager or management? I walked out feeling like a valued customer",0,0
"Fri Nov 13 21:24:28 +0000 2015","@VZWSupport My fiance was sent to collections while under a payment arrangement. Paid in full and was denied a letter of deletion.",1,1
"Fri Nov 13 21:35:04 +0000 2015","I just entered to win the new #HTCOneA9 @ATT",0,0
"Fri Nov 13 23:32:02 +0000 2015","@att it's not me its you #wastedyears",0,0
"Sat Nov 14 01:52:56 +0000 2015","Lol what a joke @verizon wants to charge you $20 to activate your phone on the already crappy call dropping network.  #VZWireless #BS",1,1
"Fri Nov 13 22:24:40 +0000 2015","@ATT So I DM with @ATTCares Give them the details they are looking for and then . . . . . .  Silence. 2 hours of silence. I don't get it.",0,1
"Sat Nov 14 00:30:30 +0000 2015","RT @thumpthump: Best of @TOKiMONSTA. Tune in Nov 18 at 5 PT / 8 ET for an exclusive Thump livestream with @TMobile #MusicFreedom https://t.…",0,0
"Fri Nov 13 20:20:31 +0000 2015","JOIN THE FIGHT ON #DBZXB https://t.co/hMgIzWheoZ FOR  #team1 #att",0,0
"Sat Nov 14 00:09:53 +0000 2015","I just checked in @ATT with #mPLACES  Download today!  https://t.co/Dmmreb2QsJ",0,0
"Fri Nov 13 22:49:13 +0000 2015","I just entered to win the new #HTCOneA9 @ATT",0,0
"Fri Nov 13 21:36:22 +0000 2015","@askdes anything new on band 12 and Nexus 6P @TMobile @TMobileHelp",0,0
"Fri Nov 13 22:16:58 +0000 2015","@TMobile @xo_braaandy I can't wait until my problem is resolved",1,0
"Fri Nov 13 21:19:45 +0000 2015","@ATTCares Sent you a dm with my area, please let me know what's going on, internet down since last night.",1,0
"Fri Nov 13 20:20:32 +0000 2015","@ATTCares Right, so I need a carrier unlock for the device. But there are complications as it was purchased on a previous account.",1,0
"Fri Nov 13 20:53:08 +0000 2015","@verizon @obey_destroy way to leave out that you would charge upgrade fees to, 40 for existing and 20 for new",1,1
"Fri Nov 13 21:36:50 +0000 2015","I just entered to win the new #HTCOneA9 @ATT",0,0
"Fri Nov 13 21:32:02 +0000 2015","I just entered to win the new #HTCOneA9 @ATT",0,0
"Sat Nov 14 01:58:09 +0000 2015","#Verizon #Tablet – Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE… https://t.co/x0fTKqK1ar #Android https://t.co/Dza5nQ6e19",0,0
"Sat Nov 14 01:22:33 +0000 2015","@ATT @ATTCares I don't know why I pay to be treated like this.  Just got hung up on by ATTWIRELESS rep.  I am #overpaying and #furious",0,1
"Fri Nov 13 20:40:10 +0000 2015","RT @BrunoMarsUE: #YouTube #Video #BrunoMars #Live #LosAngeles #Tmobile November 10th  https://t.co/JQvrTyx7Ef",0,0
"Fri Nov 13 19:28:37 +0000 2015","#Verizon #Tablet – Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE Support, Android 5.1 Lollipop… https://t.co/ig3gppMWJ2 #Android",0,0
"Sat Nov 14 01:24:34 +0000 2015","@comcastcares fuck you",1,1
"Fri Nov 13 21:37:13 +0000 2015","I just entered to win the new #HTCOneA9 @ATT",0,0
"Sat Nov 14 01:13:16 +0000 2015","So, @dish_answers why didn't I get prior notice when you rescheduled my DSL activation? (or ANY notice?)",0,1
"Fri Nov 13 21:42:00 +0000 2015","I just entered to win the new #HTCOneA9 @ATT",0,0
"Fri Nov 13 18:52:16 +0000 2015","@kingdango @verizon Hey want iPhone check my Pin tweet",0,0
"Sat Nov 14 00:14:31 +0000 2015","@DBDR @ATT @VerizonDeals Hey there! I know what you mean, figuring out a phone plan can be a lot of work! I'd love to discuss our... 1/3",0,0
"Fri Nov 13 21:55:15 +0000 2015","I just entered to win the new #HTCOneA9 @ATT",0,0
"Sat Nov 14 01:30:06 +0000 2015","@VZWSupport I saw them reported on Twitter!!!",0,0
"Fri Nov 13 22:09:02 +0000 2015","RT @akcdoglovers: .@FidoTVChannel has launched on @Dish. No @Dish? Demand it from your local provider | https://t.co/d9uR2da5Yp https://t.c…",0,0
"Fri Nov 13 21:05:57 +0000 2015","New #job opening at #ATT in #Roseville! #Retail #Sales Consultant Sacramento East Area CA https://t.co/o08RcK8aQG",0,0
"Fri Nov 13 20:41:06 +0000 2015","RT @teenwolf_RT: Our #teenwolf pack demand to @hulu to bring all seasons of teen wolf to the streaming service thanks in advance @hulu_supp…",0,0
"Fri Nov 13 22:06:55 +0000 2015","I spent 2 hours on the phone with @ATTCares customer service just to have them say they will call back and email. Didn't keep their word",1,0
"Fri Nov 13 22:52:09 +0000 2015","What am I paying you for? Your internet service is absolute garbage. Back to 200kbps because you can't get your crap together @comcastcares",1,0
"Fri Nov 13 19:53:00 +0000 2015","#HartofDixie fans email to hulu: support@hulu.com and TVtibi: support@readysetsync.com &amp; ask to pick HOD up #rachelbilson #jaimeking PLS",0,0
"Sat Nov 14 01:44:02 +0000 2015","@ATTCares I sent the  message about my service",0,0
"Fri Nov 13 19:35:00 +0000 2015","Just got real free cell service with #ringplus https://t.co/yTkyGbIoB8 Thanks @ringplusmobile and @CNET  - sorry #TMobile #Verizon #ATT",0,0
"Fri Nov 13 21:09:16 +0000 2015","Ookla Speedtest result. #speedtest. The jig is up. Fix it. @ATT  https://t.co/BRujJ2dVLx",1,0
"Fri Nov 13 20:18:20 +0000 2015","@TMobile, @ComedyCentral  would be a great add to the #BingeOn",0,0
"Fri Nov 13 19:25:04 +0000 2015","#MusicFreedom @TMobile Amazon Music - please add it to the list! My kids and I listen to it regularly",0,0
"Sat Nov 14 01:02:23 +0000 2015","I just checked in @ATT with #mPLACES  Download today!  https://t.co/9l0MoGJJfu",0,0
"Fri Nov 13 23:41:26 +0000 2015","@TMobileHelp It would be one thing if this was the first time but it is every time I deal with T-Mobile!",1,1
"Fri Nov 13 18:09:40 +0000 2015","RT @Ericheathme: @JohnLegere @TMobile Please add Amazon Video to #BingeOn. On a related note, please add Amazon Prime Music to your music o…",0,0
"Fri Nov 13 22:55:14 +0000 2015","@comcastcares yes, it is working again. This happens every week and I can't get my mail for a day or more....this is crazy, and we pay.",1,1
"Fri Nov 13 21:50:39 +0000 2015","I just entered to win the new #HTCOneA9 @ATT",0,0
"Fri Nov 13 20:34:26 +0000 2015","@SNFonNBC @Giants @Patriots @verizon @nflnetwork Patriots will go down. They. Can't help it the Giants are their Kriptonite",0,0
"Fri Nov 13 23:01:03 +0000 2015","@sprint staying with @ATT would have been better option than switching to Sprint. disconnecting service with spending limit forces loss of $",1,1
"Fri Nov 13 18:09:47 +0000 2015","I just checked in @ATT with #mPLACES  Download today!  https://t.co/0C6pCGp1MK",0,0
"Sat Nov 14 00:49:55 +0000 2015","#Hulu in Talks to Sell Stake to Time Warner https://t.co/jqPpOpbEjh https://t.co/iIdBQPMSao",0,0
"Fri Nov 13 18:34:01 +0000 2015","Forever waiting on @comcast because they're customer service is so slow and they never have more then two people working in the store.",1,1
"Fri Nov 13 23:53:25 +0000 2015","@ATTCares Hi ATT, I'm good and I don't accept this Text https://t.co/lOZUi9fonH",0,0
"Fri Nov 13 23:46:51 +0000 2015","@VZWSupport they're new. Bound to have some! Thanks for listening though lol I have insurance so I'm sure I'll just get a replacement.",0,0
"Fri Nov 13 20:36:00 +0000 2015","@ATTCares Always the same robocaller, sometimes AT&amp;T is the carrier, sometimes it's Verizon. Sometimes it's landline, sometimes cell..",0,0
"Fri Nov 13 18:12:52 +0000 2015","RT @JohnLegere: There should be a service like this for dumping your old carrier and coming to @TMobile. ;) https://t.co/nulH5NBfj5",0,0
"Sat Nov 14 01:57:39 +0000 2015","#Verizon #Tablet – Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE… https://t.co/GUwqwkqi0p #Android https://t.co/TG6dRgKtKa",0,0
"Sat Nov 14 00:00:38 +0000 2015","Please @netflix @hulu @amazonprimenow pick up @cedarcovetv and give the show a worthy conclusion!",1,0
"Fri Nov 13 19:55:03 +0000 2015","@TMobileHelp There is obviously an issue with the phones gallery in connection with its messaging app,correct? Will this issue be addressed?",0,1
"Fri Nov 13 19:42:15 +0000 2015","@DBtay0140 @VZWSupport just started a new plan with Verizon ??",0,0
"Fri Nov 13 22:17:41 +0000 2015","Leaving @ATT after 10 years due to horrible and disgusting customer experience. @TMobile or @verizon?",1,1
"Fri Nov 13 23:59:24 +0000 2015",".@ATTCares As someone who worked in customer service for years - back when I did - we could engage without prying into people's lives.",1,1
"Fri Nov 13 23:06:03 +0000 2015","@comcastcares If you are going to limit my data can't you at least stop with the fluctuations? About 70mbs slow. https://t.co/g8ZdlDBN5A",1,1
"Fri Nov 13 19:53:52 +0000 2015","@SamsungMobile this driver @smiggidy  #note4 stop working for no reason.The @ATT rep makin him go with out a phone 4 a week. Can u Hook'm up",1,0
"Fri Nov 13 20:19:54 +0000 2015","I can't get over the fact that I still had to pay for those 13 days I had @TMobile even after they stole my fucking identity. ????????",1,1
"Fri Nov 13 18:34:32 +0000 2015","@JohnLegere @verizon So they are taking back some of the bribe money when you are lured to come back? Seriously?",1,0
"Fri Nov 13 20:06:07 +0000 2015","@vincenzolandino @TMobile @JohnLegere @52Creative @verizon   That's what I got through TMobile :). TMobile will pay for the switch!",0,0
"Fri Nov 13 20:51:12 +0000 2015",".@HubbleHugger77's film Saving Hubble is now on @hulu! https://t.co/lDxLWAjWdY",0,0
"Fri Nov 13 22:44:32 +0000 2015","Thank you #tmobile @ Teatro UABC https://t.co/4dZ9bnxVYT",0,0
"Fri Nov 13 20:02:41 +0000 2015",".@Verizon’s #ProBono Signal Receives Great Reception https://t.co/el3RITfPt9",0,0
"Fri Nov 13 21:16:11 +0000 2015","Watching LIVE on #Periscope: SlickChix signs Deal with #TMobile BIG Thanks to John Legere https://t.co/ekqiIqALbE",0,0
"Fri Nov 13 18:20:46 +0000 2015","@comcastcares Comcast really doesn't care, they're only money hungry. maybe you should check your dms.",1,1
"Fri Nov 13 22:38:06 +0000 2015","RT @UA_Athletics: .@ATT wants you to enter for your chance to win the Ultimate SEC Championship Experience at https://t.co/hRdkoAa023! http…",0,0
"Fri Nov 13 20:58:53 +0000 2015","This just in. #Verizon has been granted their wifi calling waiver. Let’s us all rejoice. Finally, better calls inside buildings!!",0,0
"Fri Nov 13 21:50:32 +0000 2015","RT @mangacom: Gotta Go Fast!  REDLINE is playing on @Hulu!  https://t.co/CxccfYEk1J https://t.co/ejHfLYRZLg",0,0
"Fri Nov 13 21:26:38 +0000 2015","@tcarr184 you get my tweet about turkey day? send me your email to mconfoy@verizon.net if you can for directions and time",0,0
"Fri Nov 13 21:21:49 +0000 2015","RT @955PLJ: Come say what up at @TMobile - 3410 Broadway - here til 6p w/ @ralphieaversa, prizes and some cool toys on display! https://t.c…",0,0
"Fri Nov 13 20:07:17 +0000 2015","How awesome is this?!...thank you @ATT and @KirkHerbstreit for this on my doorstep!...very cool #StrongerSaturday https://t.co/UfU5imjDfq",0,0
"Fri Nov 13 23:38:17 +0000 2015","#Hulu reportedly in talks to sell a chunk of itself to Time Warner https://t.co/EyyLnlsu9T",0,0
"Fri Nov 13 19:49:04 +0000 2015","@HouseGOP Get Angry W/ @Verizon! Suspected #NSA #ACTIVITY @COPSOffice? @LorettaLynch? #Spying #InUSAHomes? https://t.co/7iV6ufbaEm #GOP?",0,0
"Fri Nov 13 23:31:57 +0000 2015","RT @teenwolf_RT: Our #teenwolf pack demand to @hulu to bring all seasons of teen wolf to the streaming service thanks in advance @hulu_supp…",0,0
"Sat Nov 14 01:04:29 +0000 2015","My sister is getting a new phone! @verizon https://t.co/kqFqyAgb6U",0,0
"Fri Nov 13 23:39:25 +0000 2015","I just entered to win the new #HTCOneA9 @ATT",0,0
"Fri Nov 13 19:04:55 +0000 2015","#ATT asks #FCC to grandfather private line voice service in BellSouth territory - FierceTelecom https://t.co/aHnRVjpw3N",0,0
"Fri Nov 13 19:09:44 +0000 2015","MT @HowHandyIsThat .@dish Rush Compares Gay Marriage to Pedophilia https://t.co/DmxVTUbCit … #StopRush",0,1
"Fri Nov 13 22:58:00 +0000 2015","My @comcast internet is out for the second time this week. I should get a discount this month.",1,1
"Fri Nov 13 19:48:51 +0000 2015","cable and phone together was 310 this month. thanks a lot @verizon",0,1
"Sat Nov 14 01:55:01 +0000 2015","RT @TreMelvin: @VZWSupport me sneaking into verizon headquarters to lower my bill https://t.co/Pnn5mCbTmz",0,0
"Fri Nov 13 19:52:37 +0000 2015",".@Hulu is seeking to sell a stake to Time Warner     https://t.co/gipoXVtSMS @WSJ",0,0
"Fri Nov 13 22:03:20 +0000 2015","@TMobileHelp Do you have a secret phone # where I can complete an order? TRYING to find ANYBODY. Geesh",0,0
"Sat Nov 14 01:04:08 +0000 2015","@beINSPORTS @dish  How come you didn't fix the schedule??? Can't record it now!!! #Argentina vs #Brasil",0,1
"Fri Nov 13 18:06:24 +0000 2015","@comcast one month ago spent an hour in the phone with these devils.  Thought it was resolved.  Now in one month the bill jacked up $40 smh",1,1
"Fri Nov 13 23:45:54 +0000 2015","I just checked in @ATT with #mPLACES  Download today!  https://t.co/55qB5FDw3f",0,0
"Sat Nov 14 01:14:41 +0000 2015","RT @Variety: ICYMI &gt;&gt; @Hulu is in talks with Time Warner about selling a stake in the company https://t.co/LMI276Cpnr https://t.co/qSTwjx4N…",0,0
"Fri Nov 13 18:43:21 +0000 2015","#ATT is a Technology Destination for the Holiday Shopping Season! https://t.co/X54YOicKTb https://t.co/TaFBJePFBo",0,0
"Sat Nov 14 01:41:37 +0000 2015","Ok I was quit excited to see @ATT doubled my data for just over a year for free.",1,0
"Fri Nov 13 19:32:11 +0000 2015","#Verizon #Tablet – Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE Support, Android 5.1 Lollipop… https://t.co/ILz18WREek #Android",0,0
"Fri Nov 13 19:18:40 +0000 2015","@verizon can you help me? https://t.co/7Rt43Hec3P",0,0
"Fri Nov 13 20:01:46 +0000 2015","RT @SNFonNBC: The @Giants aim to once again take down an undefeated @Patriots team, presented by @Verizon https://t.co/Mk36rS4WwE",0,0
"Fri Nov 13 20:20:07 +0000 2015","Our little family will most likely be homeless in 3 weeks. CEO please step up! #Verizon #Verizonsucks #VZWBuzz",0,0
"Fri Nov 13 22:18:54 +0000 2015","I just entered to win the new #HTCOneA9 @ATT",0,0
"Fri Nov 13 22:42:12 +0000 2015","@VZWSupport do you all have home internet service in the 60503 area? I have att for home internet.",0,0
"Fri Nov 13 22:00:49 +0000 2015","I just checked in @ATT with #mPLACES  Download today!  https://t.co/XbwiQSlU8l",0,0
