"created_at","text"
"Fri Nov 13 23:57:14 +0000 2015","RT @jccaylen: NEW VIDEO on Monday #sponsored by @ATT w the new #HTCOneA9 !  whoop whoop!!? U can enter to win one here: https://t.co/GdWfAN…"
"Fri Nov 13 20:05:14 +0000 2015","RT @JohnTELECOMSIT: RIZE - Cloud Strategists with ability to shift 3/4 of their data into remote clouds , send CV to @JohnTELECOMSIT  https…"
"Fri Nov 13 20:17:47 +0000 2015","I just checked in @ATT with #mPLACES  Download today!  https://t.co/4YLbaNV2Hw"
"Fri Nov 13 22:08:03 +0000 2015","I HATE THIS SONG  https://t.co/5VeROOd6dl"
"Fri Nov 13 18:52:52 +0000 2015","@comcastcares no I started calling every 10 to 15 minutes at 9 Am this morning and all lines are still busy."
"Fri Nov 13 23:52:14 +0000 2015","@ATTCares 110211523 Obviously I don't use Twitter enough!"
"Fri Nov 13 21:44:47 +0000 2015","I just entered to win the new #HTCOneA9 @ATT"
"Fri Nov 13 19:40:22 +0000 2015","@TMobileHelp great, thanks so much for your help!"
"Fri Nov 13 18:35:35 +0000 2015","#Herbs and #Spices r the #essence of a #dish: https://t.co/dhlCx94ghl #weightloss #healthyeating #gmofree https://t.co/EiUejxIDRq"
"Fri Nov 13 22:47:35 +0000 2015","I just entered to win the new #HTCOneA9 @ATT"
"Fri Nov 13 22:28:31 +0000 2015","@comcastcares Hello! I turned on my tv but I can't change the channel. :/ Tried to troubleshoot using app but it didn't give me the option"
"Fri Nov 13 19:54:31 +0000 2015","Love this class #team #bemagenta #tmobile #family  https://t.co/mUfpsTgIqQ"
"Sat Nov 14 01:39:23 +0000 2015","Ugh, why can't we get @hulu in Canada?"
"Fri Nov 13 19:28:37 +0000 2015","#Verizon #Tablet – Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE Support, Android 5.1 Lollipop… https://t.co/Q2a2zMTpBP #Android"
"Fri Nov 13 18:06:19 +0000 2015","RT @TheAMAs: Tap ""Where Are Ü Now"" to vote @justinbieber @diplo &amp; @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.…"
"Fri Nov 13 21:42:06 +0000 2015","Every #gym should be equipped wit #free #wifi in case some asshole like myself, had @TMobile ??? #iPhone6s #TMobile #sucks"
"Fri Nov 13 20:29:52 +0000 2015","Our little family will most likely be homeless in 3 weeks thanks to #Verizon. CEO please step up. @VerizonSupport  @VZWSupport @verizon"
"Fri Nov 13 22:37:53 +0000 2015","RT https://t.co/eKkDDfKRmy I just entered to WIN TMN's "" Plus Membership "" via    - Enter Here:  https://t.co/gvhs2ckN3z #Cars #Rich #Ama…"
"Sat Nov 14 01:39:49 +0000 2015","RT @jccaylen: NEW VIDEO on Monday #sponsored by @ATT w the new #HTCOneA9 !  whoop whoop!!? U can enter to win one here: https://t.co/GdWfAN…"
"Fri Nov 13 23:26:05 +0000 2015","I specifically set up my @att bill to be paid next Friday on the app. Instead the greedy company snatched it today.."
"Fri Nov 13 18:06:15 +0000 2015","@VZWSupport yes hard to handle, I left Sprint 4the same issues. It happens both indoors/out. I have 2 restart my phone sometimes 2 send msgs"
"Fri Nov 13 23:02:08 +0000 2015","RT @globalgreen: CEO @LesMcCabeGG on his #BikeShare #bike in #SantaMonica @BreezeBikeShare @hulu @santamonicacity launch! #breezin"
"Fri Nov 13 21:34:22 +0000 2015","RT @Panthers: #Panthers fans, enter for a chance to win tickets, pregame passes &amp; gear courtesy of @ATT! [https://t.co/Qgsmqj79PC] https://…"
"Fri Nov 13 21:12:13 +0000 2015","Screwed by @dish  Lost job in May, and ended up saddled with a contract I specifically said I couldn't do. $189 to cancel after the lie."
"Fri Nov 13 18:12:31 +0000 2015","Hey @ATT, how about actually helping me SIM unlock the iPhone I own outright instead of sending me to your site which isn't working for me."
"Fri Nov 13 19:29:51 +0000 2015","@TMobile I've read the press release, sounds great. Does Binge apply to DishNetwork Hopper with Sling?"
"Fri Nov 13 19:57:21 +0000 2015","@ATT Helped #NSA Illegally #Spy On #USA Vast Scale @FBI? https://t.co/ttgYlkSCy8    @GOP #SECURITY NOT #LAWLESSNESS https://t.co/paFToHOeQv"
"Sat Nov 14 01:57:37 +0000 2015","#Verizon #Tablet – Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE… https://t.co/YZqcRvrICE #Android https://t.co/fP5DgyDJsi"
"Fri Nov 13 18:55:37 +0000 2015","#Verizon #Tablet – Verizon launches own-brand Ellipsis 10 tablet – To follow up… https://t.co/RfEMsgmB54 #Android https://t.co/CDI7LeaoRb"
"Fri Nov 13 22:17:58 +0000 2015","I just entered to win the new #HTCOneA9 @ATT"
"Sat Nov 14 00:40:04 +0000 2015","@TMobileHelp I am trying to talk via DM but no one is responding !!!"
"Fri Nov 13 22:00:52 +0000 2015","RT @baas_will: This Freedom Region @comcastcareers TA team led one of best @comcast #veteran career fairs yet. Many hires pending! https://…"
"Fri Nov 13 22:21:01 +0000 2015","Verizon sucks b/c when I want to do things online, I'm always forced to this nothingness. #conartists #verizon https://t.co/tNnFCz2ltf"
"Fri Nov 13 19:33:14 +0000 2015","#Verizon #Tablet – Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE Support, Android 5.1 Lollipop… https://t.co/tAXNHMUSyM #Android"
"Fri Nov 13 18:55:32 +0000 2015","@VerizonSupport Policy says yes. Customer support says no. Customer support says 30 days. Email say both 30 &amp; 180 days. A judge would say__?"
"Fri Nov 13 23:54:56 +0000 2015","#Verizon to charge new $20 activation fee #jobs #500K #: Verizon will begin charging certain customers a $20 a... https://t.co/2Jz4Mi9nDf"
"Fri Nov 13 18:35:58 +0000 2015","@comcastcares no, it is working now,as of this am. Any idea why everyone seemed to lose service? Thx for checking back"
"Sat Nov 14 00:21:54 +0000 2015","RT @Rhoop24: Clearly something going between @ATTCares and @FOXSportsGOHelp Since it doesn't work on FoxSportsGo or ATT app now. https://t.…"
"Fri Nov 13 18:06:07 +0000 2015","@blucaller @mitchellreports that's because @BWilliams  &amp; andrea mitchell are corporate whores @NBCNews @comcast Egos in need of retirement"
"Sat Nov 14 00:40:04 +0000 2015","@VerizonSupport that's on a wired. Wireless is way worse of course. Through your Verizon link, speeds are 35.93/3.68. Clearly lots of flux"
"Fri Nov 13 22:06:59 +0000 2015","I just entered to win the new #HTCOneA9 @ATT"
"Fri Nov 13 19:32:17 +0000 2015","YEAH @TMobile BRING IT ON!!!!!!!!!!! #BingeOn  https://t.co/2N7rTVtfN8"
"Fri Nov 13 21:59:22 +0000 2015","I just entered to win the new #HTCOneA9 @ATT"
"Fri Nov 13 21:19:40 +0000 2015","RT @hulu: Fight or die. That is the Viking way. Season 3 of @HistoryVikings is now streaming on #hulu. https://t.co/o0n4n2GjSJ"
"Fri Nov 13 19:08:25 +0000 2015","#comcastcares: kmb1112 I apologize for the trouble you've had. DM me your account info and I'll help you with this… https://t.co/w4usPTspxz"
"Fri Nov 13 18:05:42 +0000 2015","RT @TheAMAs: Tap ""Where Are Ü Now"" to vote @justinbieber @diplo &amp; @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.…"
"Fri Nov 13 23:06:56 +0000 2015","Start #Xmas shopping early @TMobile with the latest &amp; greatest accessories&amp;audio! 3021 Veterans Rd W! #statenisland https://t.co/BJKmAvuIrs"
"Fri Nov 13 22:59:32 +0000 2015","12U Baseball is serving breakfast at Applebee's in Warrenton Sun. Nov 15 from 8-10am! Tickets available that day Lawrencer.brown@verizon.net"
"Fri Nov 13 23:23:39 +0000 2015","I just entered to win the new #HTCOneA9 @ATT"
"Fri Nov 13 23:04:49 +0000 2015","@VZWSupport -FOLLOWERS-Paid all except fraudulent charges in Oct. Refused to pay this month until they removed all fraudulent chgs"
"Fri Nov 13 18:58:05 +0000 2015","RT @JohnLegere: .@Verizon follows our lead to get rid of 2yr service contracts but then F*&amp;^s it up with an activation fee. COME ON! https:…"
"Fri Nov 13 21:09:24 +0000 2015","I am both laughing and cringing at the same time. Bravo, manga. https://t.co/Tvx54YF6ea"
"Fri Nov 13 21:53:17 +0000 2015","@ATTCares what should I send?"
"Fri Nov 13 21:39:33 +0000 2015","BlackBerry’s (NASDAQ:BBRY) Priv Sold Out on… https://t.co/rbl90Nhb5l #Technology #ATT #BlackBerry #JohnChen #Priv https://t.co/p69d8n3PzJ"
"Fri Nov 13 19:05:19 +0000 2015","Back in good old LA, where @ATT gets you one or sometimes two bars of LTE coverage"
"Fri Nov 13 19:56:38 +0000 2015","Panic attack setting in after 2 hr phone call w/ @comcast, livechat online for 1.5 hrs &amp; nothing fixed. Pls send anxiety meds/vodka/@Uverse"
"Sat Nov 14 01:39:39 +0000 2015","I just checked in @ATT with #mPLACES  Download today!  https://t.co/X4ZkyjbIFi"
"Fri Nov 13 18:37:01 +0000 2015","@VZWSupport Coming from t-mobile w/ 2 new Nexus 6P's. Need 2 nano sims - store says call 800# and they say store. You want my $1800/yr!?! :)"
"Fri Nov 13 20:19:33 +0000 2015","RT @DarrienBump: Hey everyone upset with #comcast call me I'll get you switched to a better reliable tv service!! 866-365-0347 ???"
"Fri Nov 13 18:48:52 +0000 2015","RT https://t.co/FJEVkBuBYv https://t.co/lzgadr0kpM #Herbs and #Spices r the #essence of a #dish: … https://t.co/RdfW7NfPX9"
"Fri Nov 13 18:15:28 +0000 2015","RT @jccaylen: NEW VIDEO on Monday #sponsored by @ATT w the new #HTCOneA9 !  whoop whoop!!? U can enter to win one here: https://t.co/GdWfAN…"
"Sat Nov 14 01:42:51 +0000 2015","@Just_a_Texan @TMobile of course you're not with T-Mobile you're either would dumb or dumber which is perfect for you!!"
"Fri Nov 13 19:20:30 +0000 2015","Do not use #Verizon. Worst company ever and life ruiners. Feel free to ask me why, #verizonsucks"
"Sat Nov 14 00:19:46 +0000 2015","@TMobileHelp @JohnLegere Still no promised follow-up phone call even after 120hrs.This is simply worst customer service on this incident!"
"Fri Nov 13 21:01:00 +0000 2015","@VerizonSupport sure. I'll go get the cable"
"Sat Nov 14 00:33:07 +0000 2015","@verizonfios @VerizonSupport paying for 50/50 Internet and only getting 23/20. That is a serious problem that needs to be addressed!"
"Sat Nov 14 01:35:19 +0000 2015","I just entered to win the new #HTCOneA9 @ATT"
"Sat Nov 14 01:00:15 +0000 2015","@VZWSupport I paid my phone bill in full why are u charging me for overage data right now my bill was due to today my new month should start"
"Fri Nov 13 20:06:30 +0000 2015","RT @Katie_King4: There's not a company I hate more than @comcast worst customer service ?"
"Fri Nov 13 21:53:01 +0000 2015","RT @CRileyNorPlains: So proud of @ATT for being part of another successful @HackFargo event!!  Nice work all!  https://t.co/mitlYzaIae"
"Sat Nov 14 01:18:49 +0000 2015","Just got real free cell service with #ringplus https://t.co/eVJYDUchYv Thanks @ringplusmobile and @CNET  - sorry #TMobile #Verizon #ATT"
"Fri Nov 13 22:51:56 +0000 2015","@ATTCares when I pay off the balance on my next on my business account so I can ad another tablet learn to refresh ur reference number"
"Sat Nov 14 01:20:37 +0000 2015","RT @braxtoncarter: Great day talking @TMobile’s strong outlook and #UncarrierX with @MorganStanley https://t.co/DAhmJB93xR"
"Fri Nov 13 21:39:04 +0000 2015","I just entered to win the new #HTCOneA9 @ATT"
"Fri Nov 13 19:18:44 +0000 2015","RT https://t.co/3CvK0FnKx7 https://t.co/lzgadqIJye #Herbs and #Spices r the #essence of a #dish: … https://t.co/JAREsd1bvy"
"Fri Nov 13 21:38:47 +0000 2015","I just entered to win the new #HTCOneA9 @ATT"
"Sat Nov 14 01:33:30 +0000 2015","@BigTenNetwork why do you have 10 alt channels on @dish if ur not going to use them? It's college bball opening night! #UnhappyIlliniFan"
"Fri Nov 13 19:37:16 +0000 2015","@ATTCares I think we have it figured out at the moment- frustrated but everyone was helpful."
"Fri Nov 13 18:06:34 +0000 2015","Just received shitty customer service from @ATT in Bismarck today!  @verizon I hope you're better than them."
"Fri Nov 13 23:07:18 +0000 2015","RT @akcdoglovers: .@FidoTVChannel has launched on @Dish. No @Dish? Demand it from your local provider | https://t.co/d9uR2da5Yp https://t.c…"
"Sat Nov 14 00:49:44 +0000 2015","On the phone with you idiots for 4hrs just for you to tell me that they're is nothing you can do except pay the $666. @comcast @XFINITY"
"Fri Nov 13 21:39:11 +0000 2015","I just entered to win the new #HTCOneA9 @ATT"
"Fri Nov 13 23:04:36 +0000 2015","RT @annimae9: White Milkglass Footed Floral Compote Candy Dish Vintage #Etsy #vintage #milkglass #dish  https://t.co/iNnElVCrBH https://t.c…"
"Fri Nov 13 22:46:26 +0000 2015","Yo @netflix if I have to delete and redownload you're ass one more time due to glitches, I'm personally going to switch to @hulu"
"Fri Nov 13 18:08:13 +0000 2015","Omg! This @ATT customer service rep really just got an attitude when I asked to speak to their manager! Wtf?? @ATT how are you training ppl?"
"Fri Nov 13 19:27:06 +0000 2015","Oh, is Trump speaking live? So @MSNBC has to broadcast every utterence? Is HRC or Bernie speaking today? #Comcast #KochHeads :p"
"Fri Nov 13 21:52:03 +0000 2015","I just entered to win the new #HTCOneA9 @ATT"
"Sat Nov 14 01:17:36 +0000 2015","Another tweet in #samo santa monica #losangeles #beach - https://t.co/Ygr7QrgKk0 https://t.co/oFG7slfysJ"
"Sat Nov 14 00:06:02 +0000 2015","RT MESAlliance #TimeWarner Discussing Stake in #Hulu (THR) - https://t.co/aokEVHQbOK #Streaming #Broadcasting"
"Fri Nov 13 21:49:24 +0000 2015","I just entered to win the new #HTCOneA9 @ATT"
"Fri Nov 13 19:36:38 +0000 2015","RT @TeamPA: Team PA investor AT&amp;T partners to offer job shadowing for Harrisburg students: https://t.co/gfHSts91kh @ATT"
"Fri Nov 13 21:35:54 +0000 2015","RT @Packermom1981: @TMobileHelp yes I am I prefer to pay cash.. Why no machine in the Trumbull store??"
"Sat Nov 14 00:41:50 +0000 2015","RT @krueger8630: #xfinity has been down all day. @Comcast where is the fix?"
"Fri Nov 13 20:09:06 +0000 2015","RT @thumpthump: Best of @TOKiMONSTA. Tune in Nov 18 at 5 PT / 8 ET for an exclusive Thump livestream with @TMobile #MusicFreedom https://t.…"
"Fri Nov 13 21:30:47 +0000 2015","I just checked in @ATT with #mPLACES  Download today!  https://t.co/YmtL8wt503"
"Fri Nov 13 19:41:53 +0000 2015","Yea all phone companies do https://t.co/0S9VIUFr9n"
"Fri Nov 13 21:52:11 +0000 2015","I just entered to win the new #HTCOneA9 @ATT"
"Fri Nov 13 23:48:52 +0000 2015","@Chubsf @comcast sorry about that. Here are few reasons the hold times have been long: https://t.co/iWZWB8l5K6"
"Fri Nov 13 20:58:16 +0000 2015","@astronomyontap @hulu Thank you so much for all the support! So psyched that so many people can finally see this!!"
"Fri Nov 13 20:12:28 +0000 2015","RT @Paul_Pelt: Excellent visit with our friends during #WOMMAsummit @insightpool @comcast @CocaCola @Purina @behr @MascoCorp https://t.co/3…"
"Fri Nov 13 19:43:19 +0000 2015","RT @I_AM_Dance: Currently Naked ; just me, my bottle of moscato, my dog duchess and #Hulu #Fym #Fwm"
"Fri Nov 13 19:41:52 +0000 2015","RT @alexysgabrielle: How to get a date with your shatterproof Droid ? @verizon #shatterproof #ad  https://t.co/H6c6YDmF3p"
"Fri Nov 13 19:42:34 +0000 2015","I just entered to WIN TMN's ""#Hulu Plus Membership #Giveaway"" via @TMNMovies #Movies #Streaming - Enter Here: https://t.co/xzAgbsnEoy"
"Fri Nov 13 19:28:23 +0000 2015","I just entered to WIN TMN's ""#Hulu Plus Membership #Giveaway"" via @TMNMovies #Movies #Streaming - Enter Here: https://t.co/mEb620j9Jk"
"Sat Nov 14 00:39:01 +0000 2015","R you going to fix your outage @verizon"
"Fri Nov 13 23:36:14 +0000 2015","I just checked in @ATT with #mPLACES  Download today!  https://t.co/OetxwmYtEg"
"Fri Nov 13 18:56:16 +0000 2015","Getting tired of playing games with @comcast - Supposed to get a credit to my account for switching providers in July - still waiting"
"Fri Nov 13 23:41:42 +0000 2015","I just entered to win the new #HTCOneA9 @ATT"
"Fri Nov 13 18:08:04 +0000 2015","@ATT Help #NSA Illegally Spy On #USA On #VastScale @FBI? https://t.co/bWi4FVHc80   @GOP #SECURITY NOT #LAWLESSNESS https://t.co/GC9SpjvgIf"
"Sat Nov 14 00:41:44 +0000 2015","@VerizonSupport Now it's testing normal. We'll see how it does in the next couple days. I'll reach out if it's still rough."
"Fri Nov 13 21:41:40 +0000 2015","I just entered to win the new #HTCOneA9 @ATT"
"Sat Nov 14 01:20:01 +0000 2015","@TMobile @JohnLegere I can't help thinking about what my family used to pay on ATT and that $95 for unlimited is rather #carrier"
"Sat Nov 14 00:37:49 +0000 2015","@TMobileHelp ok cool I hope so lol"
"Fri Nov 13 23:31:57 +0000 2015","I just checked in @ATT with #mPLACES  Download today!  https://t.co/zDnwy2RKgX"
"Sat Nov 14 00:02:06 +0000 2015","I just entered to win the new #HTCOneA9 @ATT"
"Fri Nov 13 21:13:10 +0000 2015","@ATTCares I just want to make sure my account will cancel after I leave."
"Fri Nov 13 23:26:16 +0000 2015","RT @jccaylen: NEW VIDEO on Monday #sponsored by @ATT w the new #HTCOneA9 !  whoop whoop!!? U can enter to win one here: https://t.co/GdWfAN…"
"Fri Nov 13 21:31:45 +0000 2015","RT @TreMelvin: @VZWSupport me sneaking into verizon headquarters to lower my bill https://t.co/Pnn5mCbTmz"
"Fri Nov 13 22:22:01 +0000 2015","I just entered to win the new #HTCOneA9 @ATT"
"Fri Nov 13 22:33:30 +0000 2015","Just got real free cell service with #ringplus https://t.co/EYO0cHcev0 Thanks @ringplusmobile and @CNET  - sorry #TMobile #Verizon #ATT"
"Fri Nov 13 23:31:22 +0000 2015","I just entered to win the new #HTCOneA9 @ATT"
"Fri Nov 13 21:42:20 +0000 2015","I just entered to win the new #HTCOneA9 @ATT"
"Sat Nov 14 01:45:40 +0000 2015","RT @JohnLegere: .@Verizon follows our lead to get rid of 2yr service contracts but then F*&amp;^s it up with an activation fee. COME ON! https:…"
"Fri Nov 13 21:42:25 +0000 2015","I just entered to win the new #HTCOneA9 @ATT"
"Sat Nov 14 00:31:13 +0000 2015","I now have the #TheHolyTrinity. #Netflix #Hulu #Showbox"
"Fri Nov 13 22:18:41 +0000 2015","RT https://t.co/8UDvYRBVCS https://t.co/lzgadqIJye #Herbs and #Spices r the #essence of a #dish: … https://t.co/y5ITyxKGqr"
"Fri Nov 13 18:55:35 +0000 2015","#Verizon #Tablet – Verizon launches own-brand Ellipsis 10 tablet – To follow up… https://t.co/ci1khT8A71 #Android https://t.co/ys5y1nhnbG"
"Sat Nov 14 00:25:22 +0000 2015","RT @MiaaGlow412: Opening the new @TMobile in Monaca, PA today!  Come out and see us!  Phone specials and accessory bundles!"
"Fri Nov 13 18:52:10 +0000 2015","RT @JohnLegere: .@Verizon follows our lead to get rid of 2yr service contracts but then F*&amp;^s it up with an activation fee. COME ON! https:…"
"Fri Nov 13 21:53:35 +0000 2015","RT @shinebeckyshine: @iambeckyg you sounded amazing at @ATT"
"Fri Nov 13 22:32:30 +0000 2015","@VZWSupport on your website"
"Sat Nov 14 01:50:25 +0000 2015","@misshallelujah5 @TMobileHelp @sprintcare I do like Magenta"
"Fri Nov 13 18:37:56 +0000 2015","@TMobileHelp tell that lady helping me transfer my number I ain't hang up on her. Thanks."
"Sat Nov 14 01:48:36 +0000 2015","@misshallelujah5 @TMobileHelp @sprintcare Thank you we'd love to talk with you guys."
"Fri Nov 13 20:54:20 +0000 2015","@comcast just another complaint because your internet is ruining my life"
"Fri Nov 13 20:47:15 +0000 2015","Thank you @ATT for doubling my data!"
"Sat Nov 14 00:07:07 +0000 2015","@JohnLegere @TMobile when is the video stream for free to watch?"
"Fri Nov 13 21:55:16 +0000 2015","I just entered to win the new #HTCOneA9 @ATT"
"Fri Nov 13 18:40:59 +0000 2015","Testing #mobilebroadband speed on @ATT Down: 9.64 Mbps with FCC Speed Test by @SamKnows https://t.co/eFhkhZM4P9 https://t.co/YNhH45pw4c"
"Fri Nov 13 22:47:14 +0000 2015","@JohnLegere @TMobile forgot to mention you're significantly raising unlimited rates! Streaming video is 480P ONLY!!! Free, but shirty lookin"
"Fri Nov 13 21:05:25 +0000 2015","RT @mangacom: Gotta Go Fast!  REDLINE is playing on @Hulu!  https://t.co/CxccfYEk1J https://t.co/ejHfLYRZLg"
"Fri Nov 13 20:53:34 +0000 2015","NW The Player ?? #Hulu"
"Sat Nov 14 00:19:51 +0000 2015","RT @TheAMAs: Tap ""Where Are Ü Now"" to vote @justinbieber @diplo &amp; @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.…"
"Fri Nov 13 21:46:07 +0000 2015","Just got real free cell service with #ringplus https://t.co/PvSVShxBU7 Thanks @ringplusmobile and @CNET  - sorry #TMobile #Verizon #ATT"
"Fri Nov 13 21:37:00 +0000 2015","RT @TheAMAs: Tap ""Where Are Ü Now"" to vote @justinbieber @diplo &amp; @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.…"
"Fri Nov 13 20:03:09 +0000 2015","@KTIG sorry my texts get to @HOT1037Seattle slow. Lol my fingers are faster then @TMobile"
"Sat Nov 14 01:12:06 +0000 2015","RT @jccaylen: NEW VIDEO on Monday #sponsored by @ATT w the new #HTCOneA9 !  whoop whoop!!? U can enter to win one here: https://t.co/GdWfAN…"
"Fri Nov 13 21:40:35 +0000 2015","@comcast but it's in ""fairness"" right? To be fair, you were voted worst company in the US. Fuck you."
"Fri Nov 13 23:00:33 +0000 2015","I just checked in @ATT with #mPLACES  Download today!  https://t.co/ueH17aGMEk"
"Fri Nov 13 23:47:51 +0000 2015","@MSNBC @BBC @CNN @TMobile Facts so true by God straight hard working Episcopalians they hate facts bcs thy amphetamine adcts isreali victims"
"Fri Nov 13 18:30:13 +0000 2015","RT @JohnLegere: .@Verizon follows our lead to get rid of 2yr service contracts but then F*&amp;^s it up with an activation fee. COME ON! https:…"
"Fri Nov 13 21:51:32 +0000 2015","RT @Mr_MBruder: Our @DonorsChoose project ""Getting Comfortable in the Classroom"" has officially been fully funded! Thank you @ATT for your …"
"Sat Nov 14 01:38:53 +0000 2015","I just checked in @ATT with #mPLACES  Download today!  https://t.co/eSChpEgbOd"
"Fri Nov 13 21:47:45 +0000 2015","I just entered to win the new #HTCOneA9 @ATT"
"Fri Nov 13 19:48:30 +0000 2015","Watching Sleepy Hollow: The Art of War on @hulu  https://t.co/Fv7yMnk6ne Very good."
"Fri Nov 13 22:05:02 +0000 2015","RT @TheAMAs: Tap ""Where Are Ü Now"" to vote @justinbieber @diplo &amp; @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.…"
"Sat Nov 14 01:57:49 +0000 2015","#Verizon #Tablet – Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE… https://t.co/vRNwu1pvm6 #Android https://t.co/bNvNf35zTK"
"Fri Nov 13 21:33:43 +0000 2015","RT https://t.co/xwKpBPYkoW https://t.co/lzgadqIJye #Herbs and #Spices r the #essence of a #dish: … https://t.co/BjtNtE9ZUk"
"Fri Nov 13 18:35:43 +0000 2015","This made me holler https://t.co/GAcRnoXMAX"
"Fri Nov 13 22:57:24 +0000 2015","RT @Panthers: #Panthers fans, enter for a chance to win tickets, pregame passes &amp; gear courtesy of @ATT! [https://t.co/Qgsmqj79PC] https://…"
"Fri Nov 13 21:46:37 +0000 2015","I just entered to win the new #HTCOneA9 @ATT Thanks"
"Fri Nov 13 18:43:09 +0000 2015","Pre-Owned Verizon Samsung Alias SCHU740 Cell Phone &amp; Charger https://t.co/Y1oOISSf1l #verizon #samsung"
"Fri Nov 13 20:56:43 +0000 2015","I just checked in @ATT with #mPLACES  Download today!  https://t.co/1052GCkBqx"
"Fri Nov 13 20:23:33 +0000 2015","@BookBanquet Hi, I publish writepublishsell@comcast, a free newsletter for writers.  Just email that address for a free sample copy."
"Sat Nov 14 00:05:38 +0000 2015","@ATTCares @ATT. Y'all fucking suck I cant even download games on my Xbox one because the internet goes the fuck out I can't play online for"
"Fri Nov 13 18:28:57 +0000 2015","It's been hours since I had cell service. What's up @ATT? ?"
"Fri Nov 13 22:38:40 +0000 2015","@VZWSupport -FOLLOWERS- I have been trying to get them for over a week to correct errors on my account. They couldn't do that."
"Fri Nov 13 19:08:29 +0000 2015","@VerizonSupport No response? My window was 8-12, then 945-1045. 1230: I call and new window is 1245-145. It is now 2 and still nothing."
"Fri Nov 13 20:38:40 +0000 2015","#comcastcares: MatthewJLeBlanc Sorry to hear this.  Plz DM us the acct info if you still need any assistance w/ yo… https://t.co/oIkjQuzam5"
"Fri Nov 13 18:55:12 +0000 2015","RT @alexysgabrielle: How to get a date with your shatterproof Droid ? @verizon #shatterproof #ad  https://t.co/H6c6YDmF3p"
"Fri Nov 13 21:48:00 +0000 2015","Who provides the best value when their consumer upgrades @ATT @TMobile @sprint or #Apple? Find out here &gt;&gt; https://t.co/qlacw7Ywqj"
"Fri Nov 13 18:47:05 +0000 2015","@P3tystud @JohnLegere @verizon @DavidGoldmanCNN did not understand anything"
"Fri Nov 13 18:55:36 +0000 2015","#Verizon #Tablet – Verizon launches own-brand Ellipsis 10 tablet – To follow up… https://t.co/qzcVMEafxO #Android https://t.co/28ZdzGQ6LH"
"Fri Nov 13 20:49:12 +0000 2015","Thank you @hulu for n"
"Fri Nov 13 21:47:04 +0000 2015","RT @usweekly: How to get Reese Witherspoon's tweed look for less! https://t.co/JbDNFA7pob @ATT https://t.co/HYH5x9nJ9H"
"Fri Nov 13 21:36:04 +0000 2015","I just entered to win the new #HTCOneA9 @ATT"
"Fri Nov 13 21:44:59 +0000 2015","RT @JohnLegere: .@Verizon follows our lead to get rid of 2yr service contracts but then F*&amp;^s it up with an activation fee. COME ON! https:…"
"Fri Nov 13 23:09:14 +0000 2015","@ATTCares phone no 4088352000"
"Fri Nov 13 20:15:11 +0000 2015","FUTBOL SUDAFRICA WORLD CUP : QUALIFYING MATCHES https://t.co/QzgK5V0Vsj #GeneralMotors #Chevron #Apple #Verizon #Amazon #HP #JPMorgan"
"Fri Nov 13 21:41:36 +0000 2015","I just entered to win the new #HTCOneA9 @ATT"
"Sat Nov 14 01:59:53 +0000 2015","@TMobile is it true our data plans are being doubled?"
"Fri Nov 13 21:51:37 +0000 2015","RT @jess_lizama: Had a blast on the red carpet w/ @ATT &amp; @DIRECTV! Watch The 33, in theatres 11/13/15 @AFIFEST #AFIFEST#ATTInfluencer https…"
"Fri Nov 13 20:20:23 +0000 2015","JOIN THE FIGHT ON #DBZXB https://t.co/ECa88psQA0 FOR  #team1 #att"
"Fri Nov 13 18:27:02 +0000 2015","@Brittanysnow @TMobile @JohnLegere why am I the only one who sees the eating disorder and says something?"
"Fri Nov 13 19:44:31 +0000 2015","@comcastcares y have I gotten this message 2 days this week when a payment came out today?? Wat a waste of my time! https://t.co/UzXDTUAEsY"
"Fri Nov 13 21:09:49 +0000 2015","RT @LiveAction: .@Hulu censors ads that give women real choices, but once aired @PPact ads. https://t.co/SfkLZLNE6Y"
"Fri Nov 13 20:20:25 +0000 2015","JOIN THE FIGHT ON #DBZXB https://t.co/2xV7JV8Iq4 FOR  #team1 #att"
"Fri Nov 13 18:26:51 +0000 2015","""People define themselves by what they consume. That is no more true than in video and entertainment than in other things."" @verizon"
"Fri Nov 13 23:09:36 +0000 2015","@ATTCares how I would love for you to try to help"
"Fri Nov 13 23:56:40 +0000 2015","Another sponsor of the #HealthHackPHL @comcast @ComcastViper providing mentors and programming firepower https://t.co/ADUoMIxAZv"
"Fri Nov 13 21:02:02 +0000 2015","@ATTCares @SamsungSupport  You two need and MUST to provide me with replacement device."
"Fri Nov 13 18:29:28 +0000 2015","So happy #DesperateHousewives is on #hulu! Given the fact #Netflix dropped them."
